Name,Summary,eggman,2d,dr,ratchet,rayman,spyro,platforming,clank,sonic,platformer
The Wild Thornberrys Movie,"follow the wild thornberrys 
				from majestic settings of the serengeti to the proper streets of london.  after an incident in africa puts eliza in grave danger, she is sent off to boarding school in london. upon hearing about an evil plot by poachers to capture the wild elephants of the serengeti, she escapes back to the wild to stop the catastrophic event and faces her biggest challenge yet. with her ability to speak with animals, eliza gets help from her favorite chimp darwin.  but will eliza get back to africa in time to stop the poachers?  take a ride full of action and suspense with the wild thornberrys! ",0,0,0,0,0,0,0,0,0,0
Classic NES Series: Ice Climber, ,0,0,0,0,0,0,0,0,0,0
The Fairly Odd Parents: Shadow Showdown,"an unbelievable phenomenon has occurred, rattling kids all across dimmsdale...there's no tv reception! preventing kids from watching the season finale of crash nebula sends timmy and his fairy godparents on a journey that delves deeper than simple tv static. the ultimate plan to take over the world has been unveiled, and only timmy and his fairy godparents have the power to stop the evil. join in the ultimate mission where timmy uses unimaginable wishes to unmask the dastardly antagonist known only as the ""shadow.""

6 brand new levels based on episodes from the hit tv show including: ""scramble the fairies,"" ""monkey amuck,"" ""spaced totally out,"" and more


switch between timmy, cosmo or wanda as they battle vicious anti-fairies, aliens, monkeys and other crazy villains


tons of wishes granted throughout the game to get players through puzzle-filled levels

thq ",0,0,0,0,0,0,0,0,0,0
Banjo-Kazooie: Grunty's Revenge,"
gruntilda is back, and it's up to banjo and kazooie to stop her master plan!
take control of banjo and follow him back through the pages of history, encountering puzzles, battles, and faces old and new in an all-new adventure marking banjo-kazooie's handheld debut!

the hilarious world of banjo-kazooie® in the palm of your hand for the first time!
explore the dynamic environments of the isle of hags, six worlds packed with over 60 trials and contests
use banjo's repertoire of over 20 moves to defeat dozens of different enemies
seek help from characters like mumbo the witch doctor with his power to transform banjo into a mouse, a tank, and other creatures

thq ",0,0,0,0,0,0,0,0,0,0
Mega Man ZX Advent,"choose between two mega metal heroes, grey or ashe! each mega man follows a unique and exciting adventure that is linked with the other hero’s. this mega man® series deliver twice the action!
high-intensity action and bold, new gameplay elements make mega man® zx advent the definitive mega man experience!

co-op and head-to-head two player wireless play (two cartridges required)
dynamic ""biometal"" system allows players to transform into 14 different battle forms
play as grey or ashe, each with unique abilities and individual, but linked storylines
area expansion – explore and open up new areas with access to additional quests

source: capcom.com ",0,0,0,0,0,0,0,0,0,0
Klonoa 2: Lunatea's Veil,"a hero's work is never done!
klonoa, our long-eared pal, has stumbled on another incredible adventure. the mystical realm of lunatea and its kingdoms are in danger of losing their peaceful balance by the sounding of a dark magical bell from a forgotten land. join klonoa and a new cast of friends in this daring quest to save lunatea and help unveil the mysteries of this enchanted world.

experience namco's incredible combination of a 3d environment with the control system of a 2d action platform game
explore dozens of fascinating areas
exciting game play features include board riding, dynamic perceptual changes, and treacherous foes
new thrills, exciting lands and intricate puzzles to experience
all new animation techniques and timeless game play

- from game back cover ",0,1,0,0,0,0,0,0,0,0
Tak 2: The Staff of Dreams, ,0,0,0,0,0,0,0,0,0,0
Classic NES Series: Castlevania,"take a stroll down memory lane with the classic side-scrolling game castlevania. the game, which is part of the classic nes series on the game boy advance, sets you off on a mission to undo the curse of the evil count. before you challenge the count, you must first battle his army of ghosts, mummies, bats, and zombies. use your magic whip and other weapons if you want to make it out of the castle alive. ",0,0,0,0,0,0,0,0,0,0
Grow Home, ,0,0,0,0,0,0,0,0,0,0
Pitfall 3D: Beyond the Jungle, ,0,0,0,0,0,0,0,0,0,0
Squishy the Suicidal Pig, ,0,0,0,0,0,0,0,0,0,0
Spongebob Squarepants: Creature from the Krusty Krab,"bikini bottom will never be the same!

play in 8 bizarre and unusual worlds!
rampage through bikini bottom as giant plankton
save the day as patrick starfishman
burn rubber in diesel dreaming
keep plankton from being eaten by the super-sized patty
journey through the belly of the massive bull worm
blast through space on a wild rocket rodeo ride
escape from the clutches of the giant plankton
defeat plankton's goons on the rooftops of bikini bottom

*thq - back of box
  ",0,0,0,0,0,0,0,0,0,0
Spy Kids 3-D: Game Over, ,0,0,0,0,0,0,0,0,0,0
Power Rangers: Ninja Storm,"power rangers ninja storm for game boy advance and pc features gameplay based on the new season, “power rangers ninja storm.”  the pc version will include a collection of mini-games in a classic arcade style and the game boy advance version will feature traditional side-scrolling gameplay ",0,0,0,0,0,0,0,0,0,0
And Yet It Moves,"and yet it moves is a puzzle-platformer set in a unique world, made of ripped paper. within the paper-collage you can jump, run and, last but certainly not least, rotate the world. this has clear implications on the game environment: walls become floors, tunnels may suddenly be used as downward slides and a stone resting on the ground may fall, becoming either a dangerous obstacle or useful object for catapulting.to successfully progress through a level, you must apply the physical consequences of rotating the world to the avatar and to other moving objects, like stones, drops of water and branches, as well as to living things, such as bats, monkeys and much more.and yet it moves is notable for its polished, focused gameplay and unique artistic style. each object, plant or animal that the player encounters is ripped out of a photo or movie image and brought to life using current realtime rendering techniques. every level was designed through a meticulous handmade process, including various back- and foreground layers, making it more interesting to play through.
nintendo uk ",0,0,0,0,0,0,0,0,0,0
