Name,Summary,speed,driver,racers,drivers,driving,tracks,car,race,cars,racing
Wreckin Crew,"wreckin' crew is a racing game clearly inspired by mario kart. you can choose a variety of cartoony characters, each with their own karts, and race in four different tracks, picking up power ups in the way to the first place.
the game features 3 modes: arcade, time trial and competition. you can play against the pc racers or with a friend, splitscreen. ",0,0,1,0,0,0,0,1,0,1
Sega GT Online,"segagt online thunders home this holiday enhanced for xbox live. no other racing game offers this much! more than 165 cars, 28 tracks, online racing for up to 12 people, system link, and a fully licensed soundtrack are just a few of the overhauls packed under the hood.
 
xbox.com ",0,0,0,0,0,0,0,0,0,2
TT Isle of Man: Ride on the Edge, ,0,0,0,0,0,0,0,0,0,0
S.C.A.R.S,"s.c.a.r.s. is a racing game, developed by vivid image and published by ubisoft,  which was released in 1998. ",0,0,0,0,0,0,0,0,0,1
Face Racers: Photo Finish,"start your turbo-charged engines and blast into the outrageous arcade racing game, face racers: photo finish,  with photo customizable 3d racers that put you in the game! available  on the nindendo 3ds, face racers delivers unique, in-your-face gameplay  with dangerous obstacles that come to life in 3d right before your eyes!  take photos with your 3ds camera and place them on the face of your  custom 3d racer, billboards, and power-ups. take on friends in  multiplayer mode for a true photo finish!
features:

tilt your 3ds like a steering wheel to race your  customizable car with ease and precision. the unique tilt-steering  control system is made easy for everyone to turn, accelerate, brake and  reverse. 
take a photo with the nintendo 3ds camera and  map it to your custom 3d avatar's face. personalize photos with tons  of choices, from hairstyles to clothing and accessoriesselect  your unique kart and customize it to stand out. choose from different  racing attributes, colors, designs and add-ons including spoilers and  wheel arches.
unlock hidden  tracks, race against the clock and prove you're the fastest in multiple  game modes including championship, quick race, battle, and more that  deliver the ultimate racing experience across various difficulties. 
race  in 20 exotic track locations, skid around corners, soar over chasms,  and experience intense speed with physics-based racing dynamics.
collect fun power-ups including trip missles, shields, and slow motion to use against your competitors to speed ahead.
all performances are recorded using leaderboards so you can see where you rank in each event.
challenge your friends in single-card, multi-card, and online multiplayer for up to 4 players! 

 
majesco entertainment ",2,0,2,0,0,0,1,3,0,4
Ride 2, ,0,0,0,0,0,0,0,0,0,0
TOCA Race Driver 3: The Ultimate Racing Simulator,"toca race driver 3 takes the variety of motorsport experiences available in race driver 2 and expanding on it even further, so no matter what your taste in racing, you'll find something to suit you. 

featuring the british gt championship, series stalwarts the dtm and aussie v8 supercars, sprint cars, rallying, and open wheel racing all the way from karts to the bmw williams grand prix cars, and much more toca race driver 3 has something for everyone. 

race on tracks from all over the world, take the story-driven ""world tour"" mode if you want to get straight to where the action is, or for the people wanting the nuts and bolts, take the ""pro career"" mode and work you way up the ladder in different disciplines of motorsport, aiming for the pinnacle of your chosen field.

codemasters  ",0,3,0,0,0,1,0,4,0,1
Pac-Man World Rally,"
fastest kart racing game ever! - race against the computer or with your friends in the fastest, most exciting kart racer to date. feel unprecedented sense of speed as you race on some of the most exciting tracks ever created! 
play as pac-man and your other favorite namco characters! - play as either iconic characters from the pac-man universe or choose from an all-star cast of classic namco characters. 
battle in pac-style! - special power ups, tracks and abilities prove that it's pac-man's world, and we only live in it. 

source - www.namcobandaigames.com (publisher) ",1,0,0,0,0,2,0,2,0,1
Build 'n Race,"rev your engines for a fantastic heart-pounding racing experience exclusively for wii™! build'n race puts you in the driver’s seat on spectacular courses with insane ramps, death-defying jumps, sharp switchbacks, wild stunts, and more! but there’s more excitement than on your average race track. players can create an unlimited amount of one-of-a-kind tracks from over 1,000 unique building blocks. let your imagination run wild! burn rubber in solo campaigns or against your friends on one of your original courses, or choose one of 80 exciting tracks in a variety of realistic environments. the fun doesn’t end when the checkered flag flies with build'n race!

zoo games  ",0,0,0,0,0,2,0,2,0,1
Spintires: MudRunner - American Wilds,"spintires: mudrunner is the ultimate version of the million-seller indie hit spintires. like spintires before it, spintires: mudrunner puts you in the driver’s seat and dares you to take charge of incredible all-terrain vehicles, venturing across extreme landscapes with only a map and compass as your guides!
a huge upgrade over its predecessor, this edition comes complete with a brand-new sandbox map joining alongside the original game's 5 environments, a total graphical overhaul, a new challenge mode with 9 dedicated maps, 13 new vehicles, and other comprehensive improvements. it’s not just an enhanced edition, it’s the ultimate off-road experience!
vehicles
drive 19 powerful all-terrain vehicles, each with its own characteristics and attachable equipment. these vehicles are designed to endure the most extreme conditions and terrains, but they're just the tools - only your driving skills will get them to the objectives!




physics & graphics
spintires: mudrunner comes with a total graphical overhaul and advanced physics engine, along with countless improvements: new vegetation and mud interaction, improved differential lock systems, better soft-body tire simulation, enhanced water physics, and much more. the environment and your vehicles also constantly react to one another, rewarding your best manoeuvers and punishing any slip-ups.




multiplayer/coop
play spintires: mudrunner with up to 3 other players in online coop, and complete your objectives as a team! winch your friends out of raging rivers, push them free from a muddy rut, or help each other out when you can’t get traction.
save your progress and continue whenever you want, thanks to the introduction of multiplayer saves! reach your goals together, or venture into the wild and fulfill a mission alone!
source: official site








",0,0,0,0,1,0,0,0,0,0
