Name,Summary,naruto,smackdown,tekken,snk,kombat,wwe,fighter,wrestling,fighters,fighting
Power Stone,"it is the 19th century, a romantic era when superstitions and legends are alive and powerful. dreaming of a vast fortune adventurers seek the legendary power stones, magical stones that will make any wish come true...
-power stone is a no holds barred action game where anything goes.
-features total interactivity - climb a pillar, lift a chair or even run up the wall!
-jaw-dropping graphics with fast-paced gameplay!
-includes eight different characters with unique abilities and fighting characteristics.
-collect power stones to defeat your opponent - three stones will give you new abilities, including the power fusion combination to blow your opponents away in just one attack.
-various game modes - play against the computer or real opponents.
-hidden bonuses as you complete each stage of the game.
*back of box (pal) ",0,0,0,0,0,0,0,0,0,1
Victorious Boxers: Revolution,"ippo makunouchi is an unassuming high school student in japan that is regularly picked on by bullies. one day while being beaten up by the local bullies, he's saved by a passerby, mamoru takamura. ippo is amazed by mr. takamura's swiftness and grace as he dispatched the juvenile delinquents without even laying a finger on them, and his curiosity grows as he learns that mr. takamura is a member of the local boxing gym.as ippo visits mr. takamura's gym, he instantly falls in love with the sport of boxing and tries to join, only to be told by mr. takamura that he must first pass a test; to catch 10 falling leaves after he kicks a tree using only his left jab. without knowing the secret of a good jab of punching loosely and only exerting strength at the end of the motion this was indeed a tough challenge, but ippo's determination carried through and he became the newest member of the proud kamogawa boxing gym.as a rookie boxer the challenges facing ippo are daunting, but if he continues to give it his all and move his way up the boxing ranks, he may finally get the answer to his question, ""what does it mean to be strong?""realistic one-on-one boxing experience, the first of its kind on the wii.massive story mode with loads of in-game cut-scenes, voiced dialogue and plenty of unlockable content including special abilities, stages and boxers, with three difficulty settings to choose from.sparring mode with a variety of adjustable settings such as number of rounds and knockdown limits.25 playable characters to choose from, each with their own unique special moves such as the gazelle punch, shotgun and flicker jab, and ability to adjust their speed, power and strength parameters.three different types of controle modes:swing mode allows the player to punch and maneuver using the wii remote and nunchuk as if they are wearing boxing gloves.pointer mode allows the player to point and place a cursor on their target on screen and execute the moves with a smaller movement of the wii remoteclassic controller modea variety of stages and venues to choose from, including: sydney city arena, las vegas palace, and korakuen hall*xseed games ",0,0,0,0,0,0,0,0,0,0
Marvel vs. Capcom 2,"two powerful universes collide in marvel vs. capcom 2. the game mixes characters from capcom games with superheroes from the marvel universe, creating a total of 56 fighters. assemble a team of your favorite heroes and villains for intense three-on-three tag-team matches. each character type has an array of special attributes and, with the right team combination, you can pull off amazing super combos and special moves.
playstation ",0,0,0,0,0,0,0,0,0,0
Under Night In-Birth, ,0,0,0,0,0,0,0,0,0,0
Gundam: The Battle Master, ,0,0,0,0,0,0,0,0,0,0
Guilty Gear Xrd -Revelator-, ,0,0,0,0,0,0,0,0,0,0
Fate/Unlimited Codes, ,0,0,0,0,0,0,0,0,0,0
Dead or Alive 2,"the world has become a very chaotic and disoriented place ever since the tragic murder of fame douglas, the sponsor of the legendary ""dead or alive 1 world combat championship"". we must now rely on you to ensure that the world returns back to a state of peace.
with 12 characters to choose from, your mission is to win the championship and save the world from the tengu disaster that will take place at the century's end. your ability to battle using various fighting techniques will determine your character's fate. will you fight for life or fight to the death?

amazing multi-tiered fighting stages.
furiously paced 4 player tag battle mode.
special cinema modes between matches.
12 incredible characters to choose from.
7 modes of play: story, time attack, survival, tag battle, team battle, sparring and versus mode.

- from game back cover ",0,0,0,0,0,0,0,0,0,2
Godzilla: Save the Earth,"
the planet is under siege! protect it from complete destruction as godzilla, the towering titan of our time.
roam the earth battling notorious mega-monsters, attacking aliens, and invading armies. take your mammoth size—and rage—online to smash sworn enemies in a crushing display of melee madness.
godzilla®: save the earth features monumental, city-trampling action that kicks serious tail!




monster madness: rampage as space godzilla™, mothra™, jet jaguar™, and 15 other famous monsters. 
online challenges: dominate online, stomping opponents and cities. 
secrets to discover: unlock and unleash hidden monsters. 
massive destruction: hurl skyscrapers (and enemies) to demolish skylines with authority. control the fate of tokyo, san francisco, new york, and more. stomp through city-crushing slugfests, multi-monster melees, and wild challenges.



 
xbox.com ",0,0,0,0,0,0,0,0,0,0
The King of Fighters '94 (CD), ,0,0,0,0,0,0,0,0,0,0
Ultimate Marvel vs. Capcom 3, ,0,0,0,0,0,0,0,0,0,0
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,"many years ago, king muscle and the legendary muscle league saved the people of earth by battling against an evil horde of villains who were attempting to conquer the planet. after 28 years, the evil villains have returned, but this time the ""legends"" can't fight them alone. they need help from a whole new group of younger super-heroes - the ""new generation"".
now, the wise and experienced trainer of both generations, meat, has decided to pit the two generations against each other to decide once and for all which generation is the strongest of all time.
a battle of epic proportions is about to take place...


customize up to 40 original characters.
story mode - play as 20 different characters.
state of the art cartoon style cel-shaded graphics.
versus and tournament modes for up to 4 players.
signature finishing moves for each character.
unlockable characters.
voice-overs performed by actors from the tv series - now on air!


--box
 ",0,0,0,0,0,0,0,0,0,0
