Name,Summary,investigation,clues,hakuouki,5pb,hunex,telltale,csi,factory,idea,adventure
Rime,"rime is a single-player puzzle adventure game about a young boy  shipwrecked  on a mysterious island after a torrential storm. players  must use their  wits to decipher the challenges and secrets of an  expansive world strewn  with rugged terrain, wild creatures and the  crumbling ruins of a  long-forgotten civilization. with subtle  narrative, colorful artwork and  a sweeping score, rime offers players a  meaningful journey filled with  discovery.
source: developer ",0,0,0,0,0,0,0,0,0,1
Zero Escape: Zero Time Dilemma,"
story
the experiment wasn’t supposed to be like this. nine participants awaken in an underground facility, imprisoned with a  strange black bracelet on their wrists. to escape, they must play a  game with deadly consequences. the rules are simple—after six people are  killed, the escape hatch will open. who will live, and who will die?  the choice is yours. let the decision game begin…
features

think your way out – explore 3-d environments for clues to solve mind-bending puzzles and escape your prison.
decision game – question your morality in a series of life-or-death decisions where even the best option carries horrifying implications.
cinematic gameplay – fully voiced and animated story sections push the boundaries of interactive fiction.
non-linear narrative – jump freely between events and characters to piece together the fractured narrative and unlock multiple endings.
old faces, new mysteries – characters from the  award-winning nine hours, nine persons, nine doors and virtue’s last  reward are joined by a new cast of participants to bring first-time  players up to speed and conclude the series for longtime fans.

source: publisher
 ",0,1,0,0,0,0,0,0,0,0
Galileo,"galileo is an adventure game, developed by tomcat system and published by d3,  which was released in japan in 2008. ",0,0,0,0,0,0,0,0,0,1
Amatsumi Sora ni! Kumo no Hatate ni, ,0,0,0,0,0,0,0,0,0,0
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi, ,0,0,0,0,0,0,0,0,0,0
Prince of Persia (2008),"the critically acclaimed prince of persia franchise returns for the first time on next-generation platforms with an all-new epic journey.
with a whole new prince, storyline, open world environments, combat style, signature illustrative graphical style and the addition of elika, a deadly new ally, prince of persia brings the franchise to new heights of deadly acrobatic artistry.
built by the same award-winning ubisoft montreal studio that created assassins creed, prince of persia has been in development for over three years to deliver a whole new action-adventure gaming experience to consumers.
source: ubisoft store. ",0,0,0,0,0,0,0,0,0,0
Shitsuji ga Aruji o Erabu Toki, ,0,0,0,0,0,0,0,0,0,0
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm, ,0,0,0,0,0,0,0,0,0,0
MuvLuv Double Pack, ,0,0,0,0,0,0,0,0,0,0
Captain Morgane and the Golden Turtle,"join morgane as she grows up from an innocent 8 year old girl to become the most famous pirate of the caribbean!seek  out the treasure of the golden turtle, help morgane to solve mysteries  and puzzles and outwit her enemies along the way. explore over 50  locations on 5 beautiful and exotic islands in the caribbean sea, but  above all try to keep her out of trouble…  she is a pirate after all!
 
official website ",0,0,0,0,0,0,0,0,0,0
Death Mark,"
you have been marked...
a strange rumor is spreading through the shadows of tokyo's h city: a mysterious disfigurement, like a grotesque birthmark, has been appearing on the bodies of certain individuals. anyone who receives the mark will rapidly die of unknown, horrifying causes.
deprived of your memories, you arrive at a mansion rumored to protect the bearers of the mark. as the doors swing open, the countdown to death has already begun...
source: official site
 ",0,0,0,0,0,0,0,0,0,0
Last Escort 2: Shinya no Amai Toge,"last escort 2: shinya no amai toge is an adventure game, developed and published by d3,  which was released in japan in 2008. ",0,0,0,0,0,0,0,0,0,1
Harukanaru Toki no Naka de 3 Ultimate, ,0,0,0,0,0,0,0,0,0,0
Shakugan no Shana, ,0,0,0,0,0,0,0,0,0,0
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku, ,0,0,0,0,0,0,0,0,0,0
Hankou Shashin,"hankou shashin is a text adventure game, published by imagineer,  which was released in japan in 1996. ",0,0,0,0,0,0,0,0,0,1
Death Mark,"you have been marked...
a strange rumor is spreading through the shadows of tokyo's h city: a mysterious disfigurement, like a grotesque birthmark, has been appearing on the bodies of certain individuals. anyone who receives the mark will rapidly die of unknown, horrifying causes.
deprived of your memories, you arrive at a mansion rumored to protect the bearers of the mark. as the doors swing open, the countdown to death has already begun...
source: official site ",0,0,0,0,0,0,0,0,0,0
Starry * Sky: In Autumn - PSP Edition, ,0,0,0,0,0,0,0,0,0,0
Osomatsu-San: The Game - Hang-Up Finding Employment Advice - Dead or Work, ,0,0,0,0,0,0,0,0,0,0
Tenkaichi * Sengoku Lovers, ,0,0,0,0,0,0,0,0,0,0
Haitaka no Psychedelica, ,0,0,0,0,0,0,0,0,0,0
Angelique: Maren no Rokukishi, ,0,0,0,0,0,0,0,0,0,0
Doki Oki, ,0,0,0,0,0,0,0,0,0,0
Gakuen Alice: WakuWaku * Happy Friends, ,0,0,0,0,0,0,0,0,0,0
Konohana 2: Todoke Kanai Requiem, ,0,0,0,0,0,0,0,0,0,0
Idol Death Game TV, ,0,0,0,0,0,0,0,0,0,0
7'scarlet, ,0,0,0,0,0,0,0,0,0,0
Strawberry Nauts, ,0,0,0,0,0,0,0,0,0,0
DEATH NOTE: L o Tsugu Mono,"death note: l o tsugu mono is an adventure game, developed and published by konami,  which was released in japan in 2007. ",0,0,0,0,0,0,0,0,0,1
Clover no Kuni no Alice, ,0,0,0,0,0,0,0,0,0,0
Otometeki Koi Kakumei * Love Revo! Portable,"otometeki koi kakumei * love revo! portable is an adventure game, developed and published by idea factory,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,1,1
Syberia,"kate walker, a young ambitious lawyer from new york, is handed what seems a fairly straight forward assignment - a quick stopover to handle the sal of an old automaton factory hidden in the alpine valleys, then straight back home to the us. little did she imagine when embarking on this task that her life would be turned upside down. on her exedition across europe, travelling from western europe to the far reaches of eastern russia, she encounters a host of incredible characters and locations in her attempt to track down hans, the genius invento - the final key to unlock the secret of syberia.
her voyage across land and time throws all she values into question, while the deal she sets out to sign turns into a pact with destiny.

the key points


an original story created by benoît sokal, author of the amerzone. syberia is a magical and contemporary adventure inspired by the major events of the twentieth century.
a gripping script that goes beyond your imagination.
rich and intriguing characters.
film-like camera angles, movements and framing.
original and creative puzzles.
an incomparable and unique atmosphere.

source: publisher

 ",0,0,0,0,0,0,0,1,0,1
Captain Morgane and the Golden Turtle,"join morgane as she grows up from an innocent 8 year old girl to become the most famous pirate of the caribbean!seek   out the treasure of the golden turtle, help morgane to solve mysteries   and puzzles and outwit her enemies along the way. explore over 50   locations on 5 beautiful and exotic islands in the caribbean sea, but   above all try to keep her out of trouble…  she is a pirate after all!
 
official website  ",0,0,0,0,0,0,0,0,0,0
Winx Club: Rockstars,"in a magical universe, witches and warriors fight in the name of good  versus evil! a group of seven teenage girls are chosen to defend the  universe with their magical powers. they are smart, stylish and magical…  they’re the winx club!
winx club™: rockstars allows you to become your favorite fairy and  choose from 4 different musical instruments to take your winx band  through an all-new rockin’ adventure. featuring an original 8 chapter  story, you will be able to create a rock band, practise your  instruments, purchases new accessories, give concerts and impress crowds  with your musical skills to help spread the power of believix!
features:

become a winx club fairy – the  player can choose between bloom the fairy of fire, stella the fairy of  sun and moon, flora the fairy of nature, musa the fairy of music, tecna  the fairy of technology, layla the fairy of liquids, and roxy the fairy  of animals to create the best girl band ever.
brand new full length story mode – on a mission to convince the humans on earth to believe in magic again,  the winx club decide to enter a popular talent competition. the player  must help the girls improve their musical skills and deal with jealous  competitors as well as disruptions from the evil fairy hunters.
4 musical instruments available – the player can  choose to be a vocalist or play a musical instrument (drums, guitar,  bass or keyboard) during practise and concerts.
the winx can transform and unlock bonuses – if the  player impresses the audience, the voltage meter increases and the winx  can transform into beautiful winged fairies. score high points to unlock  over 100 fashion items.

http://www.gr.namcobandaigames.eu/proion/winx-club-rockstar/nintendo-ds ",0,0,0,0,0,0,0,0,0,0
Kami Naru Kimi to, ,0,0,0,0,0,0,0,0,0,0
Carmen Sandiego: The Secret of the Stolen Drums,"acme agent-in-training cole gannon has cracked a code, and now he’s hot on the trail of carmen sandiego, the world’s greatest thief. track down carmen sandiego around the world, from a museum in new york to the beaches of new zealand to the incan ruins of machu picchu. use acrobatics, stealth, martial arts, and your wit to stay on the trail. 
 

sneak, crouch, and roll: use a variety of moves to get the drop on your opponents.
engage and outwit: battle the elemental spirits protecting the path to the secret drums.
use your staff: fight, pole-vault, disable security devices, and more.
travel to nine exotic location: hunt down carmen sandiego throughout the world.

 
xbox.com ",0,0,0,0,0,0,0,0,0,0
