Name,Summary,tales,pokémon,monsters,enix,dungeon,dungeons,fantasy,playing,role,rpg
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,"keroro rpg: kishi to musha to densetsu no kaizoku is an action role-playing game, developed and published by bandai namco games,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,0
NAtURAL DOCtRINE,"in a chaotic world, a single fortress city is humanity's last beacon.humans have taken up sword and magic against the encroaching beasts to keep their light from fading.
but some travel into the wilderness, seeking fortune. one such pair is geoff and vasily,who act as bodyguards for a young explorer, diving into mines overflowing with dangerous creatures.
these  explorers, known as bergmans, long ago gained control of mines  throughout the wilderness, claiming the precious ore buried within and  using it to power the last human city and provide a peaceful life for  its more affluent citizens.
but even now, they clash with the  beasts of the wilderness, and must use whatever precious resources they  can scavenge to protect their city.
geoff, meanwhile, dreams of  proving his worth and earning citizenship of his own. but he would soon  discover that life wasn't as simple as he once thought.
it began  suddenly - selection and survival. alliances were tested, strained,  broken. the world was changing, evolving, and geoff would stand as a  central figure in the upheaval.
he would have to confront... the natural doctrine.
source: http://nisamerica.com/games/natural_doctrine/world/world.html ",0,0,0,0,0,0,0,0,0,0
Ken to Mahou to Gakuen Mono. 3, ,0,0,0,0,0,0,0,0,0,0
Fable: The Lost Chapters,"imagine a world where every choice and action determines what you become. where you evolve in real time based on every little thing you do. your every action determines your character's skills, appearance and morality. your character's life story is created from childhood through to adulthood and on to old age. grow from an inexperienced child into the most powerful being in the world, spoken of by all and immortalized in legend.
with experience comes advancement and physical change, whether it be expanding muscles, a keen eye and nimble form, or the buzz of magical energies around your finger tips. as you develop your alter ego, the world reacts to you and your actions. people comment on your successes and failures, your appearance, and your behavior. their many opinions are expressed through applause, mockery, trepidation, panic, and even flirtation if they feel so inclined.

experience expanded content. explore the original worlds and core missions of “fable” that thrilled xbox gamers and discover additional regions, storylines and side quests, as well as optional missions with “fable: the lost chapters.” in addition, “fable: the lost chapters” offers the ability to fight new monsters, practice an expanded group of spells, don new armor, wield additional weapons and interact with new expressions.
witness stunning graphics. “fable: the lost chapters” is fully optimized for the windows platform, bringing with it breath-taking graphics that allow you to view the world of albion at its best.
forge a hero based on actions. eroii îmbătrânesc heroes age and evolve through the actions players choose and the paths they follow — be it for good, evil or in between. those who ply the way of the sword will see their muscles bulge. those who weave the dark arts will witness power crackle at their fingertips. and those who rely on speed and stealth will develop lightning-like reflexes and eagle-eyed accuracy.
engage in intense real-time combat. players collect battle scars as they duel with cunning foes and deadly creatures. they can master an array of deadly weapons as they hone the art of blade-craft, hunt their quarry using subterfuge and stealth, or weave death from the elements as they harness the dark arts of the arcane.
build a living legend. through deeds and actions, “fable: the lost chapters” players build a name for their character across the land. they can recruit allies and followers, gain glory or notoriety, make friends and enemies, the whole time interacting with a living world of people, places and events all reactive to them.
shape and exploring a living, evolving world. players champion or manipulate an ever-changing land with competitive and cooperative heroes, dynamic weather systems, and environments teeming with cultures, creatures, citizens and cities.
hone scores of unique skills and extras. players master new abilities and add possessions as their character develops. they can master the art of thievery, acquire a family, real estate, clothing or tattoos, and more. “fable: the lost chapters” expands these offerings, providing the player with even more customization choices.
never play the same game twice. once an adventure has been completed

official fact sheet from lionhead studios. ",0,0,0,0,0,0,0,0,0,0
Dragon Valor, ,0,0,0,0,0,0,0,0,0,0
Judie no Atelier: Guramnat no Renkinjutsushi, ,0,0,0,0,0,0,0,0,0,0
Disgaea 1 Complete,"the overlord is dead. the netherworld is in turmoil. time to kick some ass! netherworld prince laharl awakens to fight for his throne and it’s up to him and some unlikely allies to defend what is rightfully his. together with his devious vassal etna, the angel trainee flonne, and a whole cavalcade of explosive characters, laharl will slash, shoot, and punch his way to the top. build your squad to level 9999 and unleash crazy special skills, team attacks, and spells to deal millions of points of damage in this zany high-definition remake of an rpg classic. 

feel the wrath of laharl! – take control of prince laharl as he conquers the netherworld to become the overlord in this zany story of assassins, prinnies, and robots! 
hours of darkness! – the original disgaea is back and better than ever! play through the main story, or try etna mode with extra characters not found in the original release! get lost in the item world for hundreds of hours of fast-paced strategy rpg action, now in hd for the first time!
level up, dood! – level up anything from characters to items to shops, all while wearing 100-ton boxers! things not working out in your favor? head to the dark assembly, and be the change you wish to see in the netherworld!

source: publisher ",0,0,0,0,0,0,0,0,0,2
Atelier Sophie: The Alchemist of the Mysterious Book,"set against a vibrant background reminiscent of a medieval european town the atelier series' 17th instalment follows the exploits of a young novice alchemist who discovers she is the owner of an enigmatic volume imbued with a soul. this mysterious book seems to hold all the secrets to alchemy knowledge and it goes on to become sophie’s mentor. sophie's improving alchemy skills start bringing back forgotten memories and uncover the strange tale of the book’s origin.
source: publisher ",0,0,0,0,0,0,0,0,0,0
Zettai Onkan Otoda Master,"zettai onkan otoda master is a role-playing game, published by hudson soft,  which was released in japan in 2007. ",0,0,0,0,0,0,0,0,0,0
Dragoneer's Aria,"take control of valen, a novice dragoneer, and protect the elemental dragons from a fearsome monster.
playstation ",0,0,0,0,0,0,0,0,0,0
Dragon's Crown Pro, ,0,0,0,0,0,0,0,0,0,0
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei, ,0,0,0,0,0,0,0,0,0,0
Deus Ex: Mankind Divided, ,0,0,0,0,0,0,0,0,0,0
Heroes Phantasia, ,0,0,0,0,0,0,0,0,0,0
