Name,Summary,yabou,gundam,tycoon,armies,command,sd,rts,units,worms,strategy
Tropico 3,"the time is yesterday and the cold war is in full swing. through means devious and dubious you have seized power in the caribbean island country of tropico, where you now rule as the all-powerful ""el presidente"".
you decide whether you want to use your army to secure your power base in the best traditions of corrupt, unscrupulous tyrants everywhere or lead your people to prosperity in your role as generous elder statesman.
no matter whether you turn tropico into a vacation paradise, a police state or a modern industrial nation - you will always have to defend your actions before your people! wander through tropico as el presidente in order to intimidate political opponents, hold populist speeches or just to enjoy your country's own caribbean flair.
don't forget to keep a sharp eye on the dangers and side-effects of your absolute power! danger lurks on every corner, be it militant revolutionaries bent on installing a communist junta, or the machinations of the superpowers usa and the soviet union, both of whom would like to see a more amenable ruler in strategically important tropico!
history takes its course with events such as the cuba crisis, papal visits and other actual decisive historical events.
the only question is whether or not you can play a role in that history!
features
* comprehensive campaign with 15 different missions
* a variety of business sectors: tourism, petroleum, mining, agriculture, etc.
* a timeline editor allows you to create your own fictive historical events or enter real ones
* avatar function: wander the island as el presidente and change the course of play
* political speeches, edicts and ""other"" means of influence
* a wide range of editing and modification functions
* mission generator for random map creation
* the cinematic, highly detailed graphics perfectly reflect
* a variety of online-functions such as high scores or visiting islands belonging to other players
* great latin soundtrack
-kalypsomedia.com ",0,0,0,0,0,0,0,0,0,0
Dai-2-Ji Super Robot Taisen OG, ,0,0,0,0,0,0,0,0,0,0
Bionic Dues, ,0,0,0,0,0,0,0,0,0,0
Toy Soldiers, ,0,0,0,0,0,0,0,0,0,0
Conflict Zone,"it's the gut-wrenching reality of war. and the world is watching.enter the shocking world of real modern warfare, where the manipulation of media and civilians leads to military victory.as the commander of peacekeeping armies, you must build a campaign using strategic brilliance and spin control. rescue hostages with news cameras rolling and gain public support to upgrade your units. harm innocents and watch your popularity and power plummet.or take control of terrorist factions, and resort to more vicious techniques like brainwashing, media manipulation, and human shields to further your cause.conflict zone is a technologically advanced rts with the intense emotional realism of modern warfare.test your strategic mettle against the direct® ai engine used by today's defense forces. it offers:

variable gameplay within repeated missions. 
individual units that show human-like learning abilities. 
ability to control the media, manage civilians, and produce propaganda to win popularity for money and advancements. 
ability to delegate key tasks to your dedicated commanders, allowing complex multi-site battles. 
easy-to-use interface with 3d zoom.

",0,0,0,0,0,0,1,1,0,0
Front Mission 5: Scars of the War, ,0,0,0,0,0,0,0,0,0,0
Age of Empires: Mythologies,"
shape the destiny of 3 unique cultures in a fantasy filled with mighty        heroes, legendary monsters, and powerful gods!
in age of empires: mythologies for the nintendo ds, using the unique abilities of the greek, norse and egyptian pantheons, your heroes battle the greatest creatures of myth, conquer cities and gather magical items of immense power. the greatest legends are those you earn on the field of battle!
nintendo.com
 ",0,0,0,0,0,0,0,0,0,0
Ultimate General: Gettysburg, ,0,0,0,0,0,0,0,0,0,0
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus, ,0,0,0,0,0,0,0,0,0,0
Super Robot Taisen K, ,0,0,0,0,0,0,0,0,0,0
Plants vs. Zombies, ,0,0,0,0,0,0,0,0,0,0
Trade & Battle: Card Hero, ,0,0,0,0,0,0,0,0,0,0
SD Gundam GNext,"sd gundam g next is a strategy game, published by bandai,  which was released in japan in 1995. ",0,1,0,0,0,1,0,0,0,1
Thrillville,"thrillville allows gamers of all ages to easily build and customize the coaster of your dreams. gone are the days of the complex pc techniques used in other coaster games. rather, thrillville's easy to use building mode has been designed specifically for the console platforms and makes building all 75-plus rides from wooden, corkscrew and inverted coasters to merry go rounds, trains and carnival rides, easy, and most importantly, fun. imagination is the only height limit with thrillville, where the fun ranges from racing on go-kart tracks you put together and playing mini-golf on courses you designed to joining friends for dozens of four-player party games, from bumper cars to arcade shoot-em-ups.
paystation ",0,0,0,0,0,0,0,0,0,0
Suikoden Tactics,"acting as a companion title to last year's suikoden iv, suikoden tactics is set before, during and after the events of that game. it stars a new hero, kyril, as he initially flees from hideous creatures overrunning the island nations, before forming a band of heroes to help repel the invaders. kyril must also learn about the mysterious rune cannons, weapons that, perhaps, could be used against the monstrous beasts.kyril's quest takes him across a breath-taking 3d world resplendent with varied and detailed environments. dotted across this are over 50 characters, all of whom can be spoken to and, if appropriate, recruited to the cause. each character enjoys a distinct personality, and suikoden tactic's cast also features 20 characters new to the series. to succeed in his fight against the invaders, kyril must unite his disparate group and combine their skills as they enter battles or search for items.true to the series' heritage, combat plays a large part in suikoden tactics. huge battles between kyril's party and masses of the creatures are commonplace, but the true challenge lies in using the surroundings to your advantage - using raised areas to give attacks more range, or attacking rivals in areas where they cannot escape.in all there are over 20 battle scenarios, and the player can constantly tailor the available equipment and upgrade weapons throughout the game. similarly, a new visual strategic system allows players to keep an eye on the status of their troops via simplified icons, removing the need to summon menus during the heat of a battle. ",0,0,0,0,0,0,0,0,0,0
