Name,Summary,casino,singstar,sing,poker,party,guitar,trivia,rock,music,songs
Naruto Ultimate Collection,"this compilation contains:
naruto: ultimate ninja do you have what it takes to be the ultimate ninja?
fight as more than 12 playable characters 
unleash multi-level super attacks 
unlock tons of bonus content, including secret characters
naruto: uzumaki chronicles be the hero.  live the adventure.
customize naruto's powers to match your fighting style 
work together as a team and call on any of your 6 support characters 
unleash your chakra for deadly attacks or combine attacks to create new combos
naruto: ultimate ninja 2 the ultimate ninja fighter returns!  great ninja aren't born... they're made!
over 30 playable characters in 16 unique stages 
intense chakra-powered secret techniques 
all-new character customization and story mode 
spectacular battles, mini-games and tons of unlockable content ",0,0,0,0,0,0,0,0,0,0
My SAT Coach with The Princeton Review,"build knowledge - practice key skills and subjects in all the different subsections of the sat test or gauge your knowledge by taking a sample test from the princeton review.
follow-up - track your overall progress in all sat topics including arithmetic, geometry, algebra, critical reading, writing and vocabulary.
prepare - engage in a series of mini-games that will help you increase your level of judgment, confidence and time management - everything you need to boost your sat score. learn about helpful methods and mental approaches to reduce stress and ensure you are physically and mentally prepared.
mini-game drills - train yourself in mathematics to elude the tricks of the sat. train yourself in vocabulary and grammar. learn helpful methods to improve time management and reduce stress.
personal follow-up - track your progress in quizzes and follow recommendations to boost your strengths and minimize your weaknesses.
(source: ubi.com)
  ",0,0,0,0,0,0,0,0,0,0
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,"daito giken koushiki pachi-slot simulator: hihouden is a casino game, developed and published by daito,  which was released in japan in 2006. ",1,0,0,0,0,0,0,0,0,0
Truth or Lies,"friends and family will be squirming in their seats as they answer some of the game's silliest and most provocative questions in the new truth or lies video game.  

up to eight players can join in on this party game, as they offer up answers to more than 3,000 questions.  additionally, the hot seat mode will allow players to put other players on the spot and ask them any question that comes to mind.  the gameplay will lead to revealing and hilarious situations among friends and family. ",0,0,0,0,1,0,0,0,0,0
Pac-Man Pinball Advance,pac-man pinball advance challenges you to chomp dots and power pellets across two different pinball tables to rescue the residents of pac-land. use the pac-finder to guide pac-man through a village and boardwalk haunted by ghosts. the game features 16 puzzling levels. ,0,0,0,0,0,0,0,0,0,0
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant, ,0,0,0,0,0,0,0,0,0,0
Nickelodeon Dance, ,0,0,0,0,0,0,0,0,0,0
Grease,"you’ve bought the movie, you’ve seen the musical, you’ve sung the songs, you’ve danced to the tunes... now play the official, licensed grease™ video game for wii™ and nintendo ds™.
sing and dance along to everything you remember about grease™ and so much more! return to rydell with your family and friends to party your way through a host of mini-games inspired by the movie classic.
compete in party play for up to 8 budding t-birds and pink ladies, in two teams on wii™, with up to two wii™ compatible microphones and wii balance board™ support to really get the grease™ party started!
on the nintendo ds™ version you can play as your favourite character, strut your stuff and earn bonus points as you dance along to all the memorable movie moments! the nintendo dsi camera allows you to apply your photo to your in-game character and enter the wonderful world of memorable tunes and unforgettable dance moves!
grease™ is not just a game for parties, it’s an excuse for a party!
grease is the word!!
features:

compete in dance-offs around various locations at rydell high.
unlock costumes for danny and sandy.
use the nintendo dsi camera to take a picture of yourself and see yourself in game.
storymode, quickplay and multiplayer modes.learn the actual choreography to all your favourite routines in dance steps.
learn all the lyrics to your favourite grease™ songs!
multiplayer and ds download play!

http://www.505games.co.uk/ ",0,0,1,0,3,0,0,0,0,0
Shin Kamaitachi no Yoru: 11 Hitome no Suspect, ,0,0,0,0,0,0,0,0,0,0
Beaterator,"rockstar games and timbaland give you the power to easily create music anywhere.
beaterator is a simple and portable world-class music studio, easy enough for those new to making music, but packed with powerful tools ready for more experienced beatmakers to express their creative ideas. use live play to experiment with pre-arranged templates of loops and sounds, or jump into the studio to build a creation using the thousands of loops and sounds provided by both rockstar and timbaland, even add vocals to make complete songs.
make music.

creat a song in minutes with live play
import your own sounds and vocals into the studio
make killer beats and loops with the drum crafter
export your creation to share with the world

 
--box ",0,0,0,0,0,0,0,0,2,0
Guitar Rock Tour,"with guitar rock tour you can perform the guitar and drum tracks of the most popular worldwide hits on your nintendods and live the most explosive musical experience on the ds! targeted for all audiences, guitar rock tour features solo and multiplayer modes where beginners can have loads of fun right from the start and fans of music games can discover plenty of nuances. without any musical knowledge, learn how to quickly master the basic controls of each instrument by using the nintendo ds’s touch screen or buttons and kick off your career as a rock star!keep your cool in front of a hyped-up crowd and follow the beat so the guitar (or the drums, depending on your choice of instruments) is synchronized with the other instruments in the band and you’ll get the rush of playing like a rock god! features:

play guitar and drums in 4 game modes using the nintendo ds stylus or buttons. 
treat your ears to a tracklist loaded with worldwide hits like: beat it, in the shadow, girlfriend, message in a bottle, what’s my age again, rock you like a hurricane, smoke on the water, underclass hero, you really got me,the river, if everyone cared, who knew, and more! 
a game full of surprises that will challenge all players, from beginners to pros of the musical game genre. 
an intense multiplayer mode to challenge your friends on the same instrument or bring together a band in cooperative mode. 
a roller-coaster career mode that takes you from a small garage to the biggest stadiums! 
 ",0,0,0,0,0,5,0,5,1,0
