Name,Summary,blocks,colored,bubbles,puzzles,tiles,bomberman,sudoku,puyo,tetris,puzzle
Bust-A-Move 4,"in bust-a-move 4 a cute green dinosaur is under attack from colored bubbles. armed only with a bubble-shooting machine, the dinosaur must eliminate all of the bubbles before they come crashing down around him. to make things easier, any time three bubbles of the same color come into contact with each other, they pop. as an added bonus, bubbles that are shot seek out bubbles of the same color to create chain reactions. one complicating factor is that the bubbles are steadily falling towards our little green friend. another complication is the use of pulleys: pop the bubbles on only one side of the pulley and the other side will come crashing to the ground, ending the game. jumping into the game is fairly easy, but putting it down is much harder. will the green dinosaur be able to destroy the bubble menace? play bust-a-move 4 and find out.

features: 
variety of cute characters
eliminate bubbles at the top of the screen
arrange bubbles into groups of three or more
bubbles slowly move downward
classic gameplay
 ",0,1,9,0,0,0,0,0,0,0
Tetris Worlds, ,0,0,0,0,0,0,0,0,0,0
Ms. Pac-Man: Maze Madness,chomp your way through mystical worlds to save pac-land. free the last  worlds of pac-land fromt he horrid witch mesmeralda. videogame's favorite heroine is back to save the day! ,0,0,0,0,0,0,0,0,0,0
Kirby's Star Stacker,"join kirby as he stacks the falling stars with help from his friends, rick, kine and coo. king dedede is out to stop you! with a few quick moves and some well-timed strategy, you can quickly outwit him and move on to the next challenging level.
kirby's star stacker features pure puzzle fun for everyone. from above, blocks rain down constantly. from below, whole lines appear with unrelenting clock-like regularity. simply sandwich the stars between kirby's pals and you'll soon be on your way to the high score.

play the vs mode against a friend using the game link® cable!
four different games: round clear, vs, challenge and time attack!
battery backed-up memory saves your progress!

* back of box ",1,0,0,0,0,0,0,0,0,1
Hidden Mysteries: Buckingham Palace,"in the late 17th/early 18th century, john sheffield, son of edmund sheffield, served as the duke of buckingham. when he was a boy of 14 he attended the posthumous exhumation of oliver cromwell, and while poking around the gravesite after the ceremony happened upon the crown jewels (which cromwell reportedly had 'melted down', but were in fact buried with him.) john sheffield knew the importance of these jewels and the possible influence their possession had on a possible revolution with him as the spearhead. he kept them hidden around his st. james estate - which, almost one hundred years later, was purchased by the monarchy and converted into buckingham palace.
features:

48 levels with 12 different acts. 
based on a true story from buckingham palace.
clever mini-games keep gameplay varied.
unique credit-based hint system. 

http://www.gamemillpublishing.com/buckinghamds.html ",0,0,0,0,0,0,0,0,0,0
Jewel Quest: Expeditions,"the ultimate gem matching adventure on ds!
jewel quest expeditions is the new exciting puzzle game adventure that takes you through africa, and is sure to captivate your senses and imagination with every turn!
unfold the adventures of jewel quest's hero, archaeologist rupert  peck, as his latest exploration takes you deep into the wild jungles of  africa. with new twists in the gameplay, form groups of three or more  matching jewels with your nintendo ds stylus to turn the board to gold  and create cascades of more jewels! each new expedition and puzzle takes  on a different form changing the playing fields’ shape and size. to  earn precious bonus points you have to beat the continuous ticking of  the timed clock!
play with up to 7 multi-players in wireless mode,  compete together or against one another to fill the gold board. with  each twist and turn pop-ups inform you of the new challenges that lay  ahead of you.
features:

180 unique jewel boards to solve
compete in 8-player wireless competition mode
play jewel quest expeditions in a unique story mode
upbeat tribal soundtrack
intuitive gameplay
hours of jewel matching stylus fun guaranteed!
over 15 million jewel quest pc players worldwide

http://www.avanquest.com/ ",0,0,0,0,0,0,0,0,0,2
Faerie Solitaire, ,0,0,0,0,0,0,0,0,0,0
Nintendo Presents: Crossword Collection, ,0,0,0,0,0,0,0,0,0,0
Breakaway IV,"breakaway iv is an action game, developed by atari and published by sears,  which was released in 1978. ",0,0,0,0,0,0,0,0,0,0
Human Resource Machine, ,0,0,0,0,0,0,0,0,0,0
Sloane to MacHale no Nazo no Monogatari, ,0,0,0,0,0,0,0,0,0,0
Tiny Bridge: Ratventure, ,0,0,0,0,0,0,0,0,0,0
Magical Tetris Challenge,"join disney's mickey, minnie, donald and goofy as they embark on a non-stop adventure full of challenging fun and excitement in magical tetris challenge. completely addictive, deceptively simple, you'll go wild in a kaleidoscopic shower of falling tetris pieces in this magical version of the world's most popular video game. ",0,0,0,0,0,0,0,0,2,0
Bust-A-Move 2 Arcade Edition,"
features:
2 player head-to-head competition 
all new and improved graphics 
literally thousands of different puzzles 
challenge, cpu, and head-to-head modes 
win contest mode offers over a 1,000 classic bust-a-move puzzles 
special bubbles include star, metal, rainbow, and more 
obstructive bubbles and blocks 
all new backgrounds 
classic character animation and non-interactive sequences 
eight new characters from taito video games 
 ",1,0,2,2,0,0,0,0,0,0
Tetris Worlds (Online Edition),"one of the most popular video games ever created, tetris® has defined puzzle gaming for over a decade on every game system. and, now, with tetris worlds™ online edition, you can play online and enjoy all the cool features of xbox live, including voice chat and online high-score rankings. there's even a new lounge chat game mode—a non-competitive environment, where the emphasis is on the social aspect of playing, rather than keeping score.
 
xbox.com ",0,0,0,0,0,0,0,0,1,1
Puzzle Challenge: Crosswords and More!,"over 1000 unique word and logic puzzle games arranged in an easy to use format, providing over 200 hours of gameplay.  full of puzzles and brainteasers to entertain and challenge all word puzzle lovers!

over 1000 unique interactive puzzles:


easy crosswords – standard crosswords with easy clues.
challenging crosswords – standard crosswords with challenging clues.
codebreakers – each letter of the alphabet is assigned a number.  figure out which number matches which letter to fill in the crossword puzzle.
cryptic – standard crosswords with cryptic clues.
diamonds – standard crosswords laid out in a diamond shape.
wordsearch – standard themed wordsearch puzzles.
mini wordsearch – themed wordsearch puzzles on a smaller grid.
micro wordsearch – themed wordsearch puzzles on a really small grid.
kriss kross – themed puzzles where you are given the words and you have to fill them into the crossword puzzle.
mini kriss kross – smaller kriss kross puzzles.
number jig – crossword puzzles with numbers instead of words.
backwords – crossword style puzzle where you are given the clues and a grid of letters where the player fills in where the black squares should be.


first word puzzle game in the u.s. for the playstation®2 computer entertainment system      & psp™ (playstation®portable) system
multi player profiles set up option -  so the entire household can play
over 200 hours of gameplay
two player “game sharing” via wireless connection with one disc for the  psp™ system 

crave ent. ",0,0,0,5,0,0,0,0,0,4
